pickup_location,destination,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,distance_km,duration_minutes,traffic_level,weather_condition,transport_type,pickup_hour,is_weekend,fare_ngn
Victoria Island,Oshodi,6.4281,3.4219,6.5489,3.3286,21.52,64.6,heavy,sunny,uber,11,1,7563.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,46.62,77.9,low,sunny,brt,6,1,2649.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,4.34,14.5,heavy,rainy,danfo,5,0,709.0
Yaba,Ajah,6.5158,3.3892,6.4683,3.6015,33.26,233.0,gridlock,thunderstorm,uber,8,0,28692.0
Oshodi,Ajah,6.5489,3.3286,6.4683,3.6015,39.4,101.2,moderate,cloudy,uber,7,0,12798.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,46.53,102.6,moderate,rainy,brt,9,0,3002.0
Ajah,Oshodi,6.4683,3.6015,6.5489,3.3286,44.63,123.9,moderate,rainy,danfo,7,0,5396.0
Yaba,Maryland,6.5158,3.3892,6.5783,3.3676,9.69,15.0,low,sunny,danfo,13,0,789.0
Lekki,Maryland,6.4474,3.5562,6.5783,3.3676,29.41,81.0,moderate,sunny,uber,14,0,7854.0
Surulere,Ajah,6.4969,3.355,6.4683,3.6015,32.87,80.3,moderate,cloudy,taxi,3,0,8948.0
Ikoyi,Surulere,6.4541,3.435,6.4969,3.355,14.53,49.7,heavy,rainy,bolt,19,1,6556.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,42.17,161.6,heavy,sunny,danfo,13,0,5082.0
Victoria Island,Ojota,6.4281,3.4219,6.582,3.388,24.85,63.0,moderate,sunny,danfo,13,0,2230.0
CMS (Marina),Ajah,6.4549,3.3886,6.4683,3.6015,29.54,78.0,moderate,sunny,danfo,13,0,2607.0
Murtala Muhammed Airport,Maryland,6.5774,3.3212,6.5783,3.3676,7.15,18.2,moderate,cloudy,taxi,6,0,2704.0
Oshodi,Lekki,6.5489,3.3286,6.4474,3.5562,35.26,61.0,low,sunny,taxi,20,0,6041.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,7.41,18.5,moderate,sunny,brt,14,0,540.0
Surulere,Maryland,6.4969,3.355,6.5783,3.3676,10.81,25.6,moderate,sunny,bolt,10,0,3197.0
Ikoyi,Ikeja,6.4541,3.435,6.6018,3.3515,26.34,45.0,low,sunny,brt,20,0,1201.0
Berger,Surulere,6.642,3.343,6.4969,3.355,22.21,44.9,low,thunderstorm,uber,19,0,6229.0
Ajah,Murtala Muhammed Airport,6.4683,3.6015,6.5774,3.3212,47.3,83.0,low,sunny,bolt,19,1,9472.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,49.08,122.9,moderate,rainy,brt,6,0,4049.0
Murtala Muhammed Airport,Ikeja,6.5774,3.3212,6.6018,3.3515,6.0,17.1,moderate,sunny,bolt,9,0,2162.0
Maryland,Oshodi,6.5783,3.3676,6.5489,3.3286,7.32,23.4,heavy,rainy,brt,6,1,906.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,20.69,35.3,low,cloudy,brt,4,0,1059.0
Yaba,Victoria Island,6.5158,3.3892,6.4281,3.4219,12.05,23.0,low,rainy,danfo,9,0,1006.0
Berger,Murtala Muhammed Airport,6.642,3.343,6.5774,3.3212,9.53,35.1,heavy,sunny,bolt,12,0,3717.0
Ajah,Lekki,6.4683,3.6015,6.4474,3.5562,7.13,42.6,gridlock,sunny,brt,10,1,934.0
Ikoyi,Ojota,6.4541,3.435,6.582,3.388,20.66,47.4,moderate,rainy,bolt,12,0,5990.0
Ikeja,Oshodi,6.6018,3.3515,6.5489,3.3286,8.68,48.1,gridlock,cloudy,keke,8,1,3497.0
Yaba,Oshodi,6.5158,3.3892,6.5489,3.3286,9.23,24.2,moderate,cloudy,bolt,16,0,3688.0
Victoria Island,Lekki,6.4281,3.4219,6.4474,3.5562,17.82,43.1,moderate,cloudy,danfo,14,0,1733.0
Maryland,Yaba,6.5783,3.3676,6.5158,3.3892,10.22,24.0,moderate,sunny,bolt,11,0,3111.0
Yaba,Lekki,6.5158,3.3892,6.4474,3.5562,23.66,152.8,gridlock,sunny,uber,2,0,15632.0
Maryland,Oshodi,6.5783,3.3676,6.5489,3.3286,7.02,44.3,gridlock,sunny,keke,5,1,2474.0
Murtala Muhammed Airport,CMS (Marina),6.5774,3.3212,6.4549,3.3886,20.99,50.2,moderate,sunny,bolt,13,0,5772.0
Victoria Island,Murtala Muhammed Airport,6.4281,3.4219,6.5774,3.3212,27.93,158.8,gridlock,cloudy,danfo,13,0,4870.0
CMS (Marina),Ajah,6.4549,3.3886,6.4683,3.6015,30.31,100.9,heavy,thunderstorm,bolt,17,1,15972.0
Ikoyi,Berger,6.4541,3.435,6.642,3.343,30.86,78.4,moderate,rainy,bolt,8,0,10727.0
Yaba,Ojota,6.5158,3.3892,6.582,3.388,9.6,53.1,gridlock,sunny,bolt,8,1,7220.0
Surulere,Murtala Muhammed Airport,6.4969,3.355,6.5774,3.3212,11.3,19.2,low,sunny,bolt,3,1,3216.0
Berger,Victoria Island,6.642,3.343,6.4281,3.4219,35.56,63.2,low,rainy,brt,19,0,1988.0
Berger,Surulere,6.642,3.343,6.4969,3.355,23.46,154.3,gridlock,rainy,taxi,15,0,14915.0
Ikeja,Ajah,6.6018,3.3515,6.4683,3.6015,42.7,168.3,heavy,thunderstorm,bolt,0,0,22541.0
Oshodi,Ikoyi,6.5489,3.3286,6.4541,3.435,21.49,53.7,moderate,cloudy,bolt,22,0,6785.0
Yaba,Murtala Muhammed Airport,6.5158,3.3892,6.5774,3.3212,14.34,43.9,heavy,sunny,brt,7,0,1383.0
Oshodi,Ajah,6.5489,3.3286,6.4683,3.6015,40.69,78.4,low,sunny,danfo,14,0,2879.0
Ajah,Yaba,6.4683,3.6015,6.5158,3.3892,32.3,52.6,low,rainy,danfo,18,1,2948.0
Surulere,Yaba,6.4969,3.355,6.5158,3.3892,5.81,20.7,heavy,rainy,keke,16,1,1869.0
Yaba,Ojota,6.5158,3.3892,6.582,3.388,8.51,13.4,low,thunderstorm,taxi,6,0,2982.0
Ikeja,Berger,6.6018,3.3515,6.642,3.343,5.86,22.0,heavy,cloudy,danfo,8,0,988.0
Murtala Muhammed Airport,Oshodi,6.5774,3.3212,6.5489,3.3286,4.03,12.2,heavy,rainy,danfo,14,0,647.0
Victoria Island,Lekki,6.4281,3.4219,6.4474,3.5562,21.56,39.3,low,sunny,brt,7,1,1339.0
Murtala Muhammed Airport,Victoria Island,6.5774,3.3212,6.4281,3.4219,27.05,42.0,low,cloudy,danfo,7,0,2219.0
Yaba,Victoria Island,6.5158,3.3892,6.4281,3.4219,12.5,21.7,low,cloudy,bolt,15,0,3339.0
CMS (Marina),Ikeja,6.4549,3.3886,6.6018,3.3515,21.71,78.0,heavy,thunderstorm,uber,10,1,10608.0
Ikoyi,Victoria Island,6.4541,3.435,6.4281,3.4219,3.96,6.6,low,cloudy,uber,16,1,1759.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,9.78,34.9,heavy,thunderstorm,taxi,1,0,4954.0
Ikeja,Ajah,6.6018,3.3515,6.4683,3.6015,36.72,99.3,moderate,thunderstorm,uber,6,0,15874.0
Ikoyi,CMS (Marina),6.4541,3.435,6.4549,3.3886,6.86,18.7,moderate,cloudy,uber,8,0,3040.0
Surulere,CMS (Marina),6.4969,3.355,6.4549,3.3886,7.5,16.5,moderate,rainy,uber,23,0,3018.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,6.43,19.5,heavy,sunny,brt,18,0,681.0
Ojota,Berger,6.582,3.388,6.642,3.343,11.52,41.7,heavy,rainy,bolt,10,1,5480.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,20.34,48.9,moderate,rainy,brt,12,0,1463.0
Surulere,CMS (Marina),6.4969,3.355,6.4549,3.3886,7.93,13.1,low,sunny,keke,1,0,1106.0
Victoria Island,Oshodi,6.4281,3.4219,6.5489,3.3286,23.76,58.1,moderate,thunderstorm,danfo,14,0,2708.0
Berger,Ikeja,6.642,3.343,6.6018,3.3515,6.0,11.3,low,rainy,danfo,23,0,582.0
Ajah,CMS (Marina),6.4683,3.6015,6.4549,3.3886,29.81,52.9,low,sunny,danfo,8,0,2495.0
CMS (Marina),Maryland,6.4549,3.3886,6.5783,3.3676,19.77,68.4,heavy,sunny,bolt,15,0,8191.0
Ikoyi,Lekki,6.4541,3.435,6.4474,3.5562,17.67,55.0,heavy,rainy,keke,18,0,4509.0
Surulere,Ikoyi,6.4969,3.355,6.4541,3.435,11.8,33.5,moderate,thunderstorm,keke,19,1,2583.0
Murtala Muhammed Airport,CMS (Marina),6.5774,3.3212,6.4549,3.3886,21.88,44.2,low,cloudy,uber,13,0,5216.0
Surulere,CMS (Marina),6.4969,3.355,6.4549,3.3886,7.33,22.8,heavy,thunderstorm,taxi,0,1,3891.0
Yaba,Ikeja,6.5158,3.3892,6.6018,3.3515,13.28,41.8,heavy,thunderstorm,danfo,13,0,1842.0
Ojota,Oshodi,6.582,3.388,6.5489,3.3286,10.06,58.8,gridlock,thunderstorm,keke,6,0,4832.0
Murtala Muhammed Airport,Yaba,6.5774,3.3212,6.5158,3.3892,14.16,31.8,moderate,sunny,bolt,7,0,4451.0
Lekki,Ikeja,6.4474,3.5562,6.6018,3.3515,36.77,111.1,heavy,sunny,uber,7,0,14636.0
Yaba,Lekki,6.5158,3.3892,6.4474,3.5562,25.66,101.8,heavy,cloudy,keke,14,1,5477.0
Oshodi,Ojota,6.5489,3.3286,6.582,3.388,9.96,39.6,heavy,sunny,uber,6,0,5456.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,22.29,43.8,low,cloudy,brt,14,0,1196.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,13.26,77.0,gridlock,sunny,danfo,7,0,2744.0
Lekki,Ojota,6.4474,3.5562,6.582,3.388,27.7,62.7,moderate,sunny,brt,0,0,1535.0
Lekki,Maryland,6.4474,3.5562,6.5783,3.3676,31.05,107.1,heavy,sunny,brt,2,0,2463.0
Lekki,Ajah,6.4474,3.5562,6.4683,3.6015,7.09,23.2,heavy,rainy,uber,7,1,4292.0
Ikeja,Ikoyi,6.6018,3.3515,6.4541,3.435,22.7,42.7,low,sunny,uber,18,0,6155.0
Surulere,Berger,6.4969,3.355,6.642,3.343,22.25,74.2,heavy,cloudy,danfo,16,0,2972.0
Yaba,Berger,6.5158,3.3892,6.642,3.343,21.61,35.6,low,cloudy,uber,14,1,5077.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,7.01,13.6,low,cloudy,bolt,15,0,2400.0
Ojota,Ajah,6.582,3.388,6.4683,3.6015,33.11,54.0,low,thunderstorm,taxi,6,1,9558.0
Ikoyi,Victoria Island,6.4541,3.435,6.4281,3.4219,4.26,13.2,heavy,cloudy,brt,12,0,440.0
Oshodi,Yaba,6.5489,3.3286,6.5158,3.3892,9.89,16.4,low,cloudy,danfo,18,0,985.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,11.7,18.4,low,cloudy,taxi,21,1,3057.0
Murtala Muhammed Airport,Surulere,6.5774,3.3212,6.4969,3.355,13.63,47.9,heavy,cloudy,brt,8,1,1439.0
Yaba,Ikoyi,6.5158,3.3892,6.4541,3.435,10.74,42.0,heavy,rainy,taxi,6,0,5290.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,43.45,108.8,moderate,sunny,bolt,13,1,10896.0
Yaba,Oshodi,6.5158,3.3892,6.5489,3.3286,10.49,29.8,moderate,cloudy,taxi,15,0,3668.0
Maryland,Victoria Island,6.5783,3.3676,6.4281,3.4219,22.16,70.5,heavy,sunny,uber,18,0,8853.0
Victoria Island,Yaba,6.4281,3.4219,6.5158,3.3892,13.83,30.1,moderate,sunny,brt,14,1,876.0
CMS (Marina),Ikeja,6.4549,3.3886,6.6018,3.3515,24.19,59.9,moderate,sunny,taxi,1,0,6195.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,7.47,15.1,low,thunderstorm,uber,7,0,3219.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,40.91,73.6,low,rainy,bolt,3,0,10846.0
Ikeja,Surulere,6.6018,3.3515,6.4969,3.355,16.7,109.4,gridlock,cloudy,uber,4,1,12184.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,13.9,25.6,low,sunny,brt,14,0,688.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,48.91,85.2,low,rainy,keke,8,0,6979.0
Yaba,Oshodi,6.5158,3.3892,6.5489,3.3286,10.06,19.9,low,rainy,keke,6,0,1816.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,5.92,21.2,heavy,rainy,danfo,13,0,990.0
Lekki,Oshodi,6.4474,3.5562,6.5489,3.3286,39.34,107.0,moderate,sunny,taxi,9,0,9280.0
Victoria Island,Murtala Muhammed Airport,6.4281,3.4219,6.5774,3.3212,23.04,86.3,heavy,thunderstorm,keke,20,0,5658.0
Murtala Muhammed Airport,Maryland,6.5774,3.3212,6.5783,3.3676,7.32,20.9,moderate,cloudy,uber,14,0,2752.0
Maryland,Ojota,6.5783,3.3676,6.582,3.388,2.9,6.9,moderate,cloudy,bolt,7,1,1852.0
Oshodi,Ojota,6.5489,3.3286,6.582,3.388,10.68,40.3,heavy,rainy,brt,8,0,1214.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,31.54,53.9,low,thunderstorm,uber,13,0,8514.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,13.93,22.0,low,rainy,bolt,9,0,3540.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,44.65,86.6,low,sunny,uber,21,0,11360.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,27.62,193.4,gridlock,rainy,brt,4,1,3848.0
Ajah,Lekki,6.4683,3.6015,6.4474,3.5562,6.65,20.0,heavy,rainy,brt,5,0,704.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,7.6,19.1,moderate,rainy,taxi,15,0,3015.0
Maryland,Ikoyi,6.5783,3.3676,6.4541,3.435,18.6,101.8,gridlock,thunderstorm,danfo,13,0,3624.0
Berger,Maryland,6.642,3.343,6.5783,3.3676,10.82,18.6,low,cloudy,bolt,12,1,2761.0
Murtala Muhammed Airport,Surulere,6.5774,3.3212,6.4969,3.355,12.98,26.1,low,sunny,taxi,13,0,2921.0
Oshodi,Victoria Island,6.5489,3.3286,6.4281,3.4219,19.86,40.7,low,rainy,taxi,20,0,4236.0
Oshodi,CMS (Marina),6.5489,3.3286,6.4549,3.3886,15.99,41.3,moderate,rainy,brt,15,0,1440.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,4.15,15.1,heavy,thunderstorm,danfo,15,1,1011.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,22.32,48.7,moderate,sunny,danfo,9,0,1858.0
Berger,CMS (Marina),6.642,3.343,6.4549,3.3886,30.29,82.1,moderate,rainy,keke,9,0,5257.0
Murtala Muhammed Airport,CMS (Marina),6.5774,3.3212,6.4549,3.3886,19.29,76.6,heavy,sunny,uber,13,0,7061.0
Ojota,Ikoyi,6.582,3.388,6.4541,3.435,19.74,53.0,moderate,rainy,danfo,18,0,2478.0
Surulere,Oshodi,6.4969,3.355,6.5489,3.3286,8.44,23.2,moderate,sunny,keke,8,0,1637.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,5.95,15.5,moderate,rainy,taxi,12,0,2203.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,18.18,36.4,low,rainy,bolt,15,0,5691.0
Ajah,Lekki,6.4683,3.6015,6.4474,3.5562,6.57,15.4,moderate,sunny,brt,13,0,453.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,44.14,292.7,gridlock,sunny,taxi,15,1,25795.0
Murtala Muhammed Airport,Oshodi,6.5774,3.3212,6.5489,3.3286,3.9,8.9,moderate,thunderstorm,keke,6,1,1137.0
Oshodi,Yaba,6.5489,3.3286,6.5158,3.3892,8.91,61.4,gridlock,thunderstorm,brt,19,0,1417.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,20.58,121.5,gridlock,cloudy,brt,2,0,2338.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,6.95,13.0,low,sunny,bolt,1,0,2130.0
Ajah,Ikoyi,6.4683,3.6015,6.4541,3.435,25.69,60.4,moderate,sunny,keke,13,0,3854.0
Lekki,Surulere,6.4474,3.5562,6.4969,3.355,31.98,73.0,moderate,sunny,danfo,5,1,2946.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,14.65,56.7,heavy,sunny,uber,16,0,6667.0
Yaba,Maryland,6.5158,3.3892,6.5783,3.3676,9.01,59.1,gridlock,rainy,uber,22,1,8280.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,9.08,20.2,moderate,sunny,danfo,6,0,1058.0
Berger,Ojota,6.642,3.343,6.582,3.388,9.58,24.2,moderate,sunny,uber,15,0,3536.0
Lekki,CMS (Marina),6.4474,3.5562,6.4549,3.3886,23.6,39.8,low,rainy,uber,14,1,6088.0
Murtala Muhammed Airport,Ojota,6.5774,3.3212,6.582,3.388,10.39,36.4,heavy,cloudy,keke,23,1,2209.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,10.49,40.7,heavy,sunny,taxi,13,0,3972.0
Ikoyi,Yaba,6.4541,3.435,6.5158,3.3892,11.35,25.9,moderate,sunny,uber,0,0,4026.0
Victoria Island,Ikeja,6.4281,3.4219,6.6018,3.3515,28.89,66.9,moderate,rainy,brt,15,1,2427.0
CMS (Marina),Maryland,6.4549,3.3886,6.5783,3.3676,19.23,30.2,low,sunny,taxi,20,0,3505.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,8.03,22.1,moderate,rainy,bolt,13,0,3064.0
Maryland,Murtala Muhammed Airport,6.5783,3.3676,6.5774,3.3212,6.35,20.1,heavy,cloudy,keke,10,1,1520.0
Lekki,Victoria Island,6.4474,3.5562,6.4281,3.4219,21.45,53.6,moderate,sunny,taxi,10,0,5444.0
Oshodi,Ojota,6.5489,3.3286,6.582,3.388,9.47,22.3,moderate,sunny,taxi,7,0,3117.0
Lekki,Murtala Muhammed Airport,6.4474,3.5562,6.5774,3.3212,37.68,149.9,heavy,sunny,danfo,12,0,4399.0
Lekki,Murtala Muhammed Airport,6.4474,3.5562,6.5774,3.3212,38.34,63.4,low,thunderstorm,bolt,23,1,10565.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,13.68,37.9,moderate,cloudy,taxi,15,0,4455.0
Lekki,Oshodi,6.4474,3.5562,6.5489,3.3286,34.87,129.7,heavy,sunny,bolt,10,0,12083.0
Murtala Muhammed Airport,CMS (Marina),6.5774,3.3212,6.4549,3.3886,20.57,66.5,heavy,rainy,brt,6,0,2250.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,40.93,272.0,gridlock,cloudy,danfo,8,1,9070.0
Ikeja,Victoria Island,6.6018,3.3515,6.4281,3.4219,28.66,78.1,moderate,sunny,keke,12,0,4393.0
Maryland,Berger,6.5783,3.3676,6.642,3.343,9.7,27.5,moderate,cloudy,taxi,23,0,3306.0
Ikeja,Berger,6.6018,3.3515,6.642,3.343,5.51,14.6,moderate,cloudy,danfo,11,0,675.0
Ikeja,Surulere,6.6018,3.3515,6.4969,3.355,15.6,30.0,low,cloudy,taxi,13,0,3270.0
Ikeja,Lekki,6.6018,3.3515,6.4474,3.5562,40.75,104.6,moderate,cloudy,keke,19,1,6364.0
Maryland,Ikeja,6.5783,3.3676,6.6018,3.3515,3.85,13.8,heavy,thunderstorm,bolt,9,0,2591.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,45.69,91.2,low,sunny,uber,8,0,10962.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,20.1,51.9,moderate,cloudy,taxi,20,0,4817.0
Berger,Oshodi,6.642,3.343,6.5489,3.3286,12.87,31.8,moderate,rainy,bolt,12,1,4182.0
Ikoyi,Yaba,6.4541,3.435,6.5158,3.3892,10.12,17.4,low,rainy,taxi,14,0,2323.0
Ajah,CMS (Marina),6.4683,3.6015,6.4549,3.3886,27.82,53.8,low,cloudy,danfo,10,0,2094.0
Maryland,Ikeja,6.5783,3.3676,6.6018,3.3515,4.36,8.8,low,sunny,keke,12,0,659.0
Murtala Muhammed Airport,Lekki,6.5774,3.3212,6.4474,3.5562,36.47,101.0,moderate,cloudy,uber,14,1,10220.0
Berger,Ojota,6.642,3.343,6.582,3.388,10.99,28.6,moderate,cloudy,danfo,18,1,1466.0
Ikeja,Oshodi,6.6018,3.3515,6.5489,3.3286,8.35,20.6,moderate,sunny,brt,19,0,597.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,29.85,73.3,moderate,sunny,taxi,16,1,9109.0
Yaba,Ojota,6.5158,3.3892,6.582,3.388,9.22,53.5,gridlock,cloudy,danfo,13,1,1779.0
Lekki,Ikeja,6.4474,3.5562,6.6018,3.3515,36.7,93.1,moderate,rainy,taxi,10,0,9921.0
Oshodi,Maryland,6.5489,3.3286,6.5783,3.3676,7.46,40.9,gridlock,sunny,taxi,18,0,4966.0
Lekki,Victoria Island,6.4474,3.5562,6.4281,3.4219,19.24,37.2,low,rainy,uber,10,0,4725.0
Berger,Lekki,6.642,3.343,6.4474,3.5562,45.74,162.5,heavy,sunny,taxi,23,0,15994.0
Ojota,Lekki,6.582,3.388,6.4474,3.5562,34.31,111.8,heavy,rainy,bolt,2,0,14376.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,42.09,78.0,low,rainy,bolt,16,0,11211.0
Murtala Muhammed Airport,Berger,6.5774,3.3212,6.642,3.343,8.83,24.8,moderate,cloudy,keke,19,0,1426.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,25.02,62.8,moderate,thunderstorm,bolt,15,0,10045.0
Berger,Victoria Island,6.642,3.343,6.4281,3.4219,30.28,192.8,gridlock,cloudy,uber,9,0,17561.0
Ojota,Yaba,6.582,3.388,6.5158,3.3892,9.58,54.8,gridlock,sunny,taxi,18,1,6464.0
Murtala Muhammed Airport,Lekki,6.5774,3.3212,6.4474,3.5562,36.14,96.2,moderate,rainy,bolt,2,0,12715.0
Maryland,Surulere,6.5783,3.3676,6.4969,3.355,11.02,75.1,gridlock,sunny,brt,5,1,1425.0
Ojota,Maryland,6.582,3.388,6.5783,3.3676,3.19,5.9,low,cloudy,taxi,3,1,1351.0
Oshodi,Maryland,6.5489,3.3286,6.5783,3.3676,7.14,40.0,gridlock,cloudy,danfo,5,0,1452.0
Ikeja,Lekki,6.6018,3.3515,6.4474,3.5562,34.68,94.5,moderate,sunny,danfo,3,0,3242.0
CMS (Marina),Surulere,6.4549,3.3886,6.4969,3.355,7.21,25.8,heavy,sunny,uber,2,1,3795.0
Murtala Muhammed Airport,Ojota,6.5774,3.3212,6.582,3.388,9.46,29.2,heavy,sunny,bolt,10,1,3991.0
Murtala Muhammed Airport,Ikeja,6.5774,3.3212,6.6018,3.3515,5.53,10.4,low,sunny,keke,16,1,1019.0
Lekki,Ajah,6.4474,3.5562,6.4683,3.6015,6.75,17.6,moderate,cloudy,brt,10,0,533.0
Murtala Muhammed Airport,Oshodi,6.5774,3.3212,6.5489,3.3286,4.16,9.9,moderate,rainy,bolt,11,0,1862.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,7.53,17.4,moderate,sunny,bolt,9,0,2514.0
Ajah,CMS (Marina),6.4683,3.6015,6.4549,3.3886,27.53,94.7,heavy,sunny,brt,17,0,2576.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,21.16,131.3,gridlock,sunny,taxi,21,1,11730.0
Berger,Ikeja,6.642,3.343,6.6018,3.3515,6.23,17.7,moderate,sunny,brt,11,0,446.0
Yaba,Murtala Muhammed Airport,6.5158,3.3892,6.5774,3.3212,14.26,24.8,low,cloudy,bolt,22,0,3517.0
Ajah,Murtala Muhammed Airport,6.4683,3.6015,6.5774,3.3212,39.59,150.5,heavy,thunderstorm,keke,8,0,11498.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,8.67,23.6,moderate,rainy,brt,19,1,758.0
Surulere,Ajah,6.4969,3.355,6.4683,3.6015,36.15,119.2,heavy,sunny,brt,19,0,2799.0
CMS (Marina),Maryland,6.4549,3.3886,6.5783,3.3676,17.39,121.1,gridlock,sunny,keke,9,1,5744.0
Ikeja,Surulere,6.6018,3.3515,6.4969,3.355,16.92,59.8,heavy,sunny,uber,15,1,7889.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,8.47,22.5,moderate,sunny,keke,14,0,1399.0
Surulere,Ajah,6.4969,3.355,6.4683,3.6015,38.55,135.1,heavy,rainy,keke,14,0,8457.0
Lekki,Ikeja,6.4474,3.5562,6.6018,3.3515,34.69,110.2,heavy,thunderstorm,danfo,4,1,5248.0
Surulere,Ikeja,6.4969,3.355,6.6018,3.3515,15.62,39.9,moderate,rainy,brt,2,0,1046.0
Berger,Ikeja,6.642,3.343,6.6018,3.3515,6.36,10.0,low,sunny,keke,18,0,1095.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,8.51,26.8,heavy,cloudy,uber,13,1,3934.0
Maryland,Ojota,6.5783,3.3676,6.582,3.388,3.25,12.8,heavy,sunny,bolt,0,0,2309.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,5.58,36.8,gridlock,cloudy,danfo,17,0,1394.0
CMS (Marina),Ikeja,6.4549,3.3886,6.6018,3.3515,20.9,53.7,moderate,cloudy,taxi,9,1,5276.0
CMS (Marina),Murtala Muhammed Airport,6.4549,3.3886,6.5774,3.3212,19.45,43.7,moderate,sunny,brt,1,0,1200.0
Victoria Island,Oshodi,6.4281,3.4219,6.5489,3.3286,22.88,84.7,heavy,rainy,danfo,8,0,3404.0
Murtala Muhammed Airport,Ikeja,6.5774,3.3212,6.6018,3.3515,5.25,34.1,gridlock,sunny,keke,18,0,2290.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,25.23,48.7,low,sunny,uber,14,0,5417.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,46.42,117.6,moderate,sunny,bolt,14,0,10863.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,16.97,100.5,gridlock,cloudy,brt,10,0,1948.0
Lekki,Maryland,6.4474,3.5562,6.5783,3.3676,30.94,111.1,heavy,rainy,uber,11,0,12478.0
Ajah,CMS (Marina),6.4683,3.6015,6.4549,3.3886,31.78,49.5,low,cloudy,taxi,15,0,7266.0
Berger,Victoria Island,6.642,3.343,6.4281,3.4219,35.02,90.1,moderate,sunny,bolt,6,0,10097.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,22.11,71.2,heavy,thunderstorm,brt,8,1,2563.0
CMS (Marina),Murtala Muhammed Airport,6.4549,3.3886,6.5774,3.3212,18.35,35.8,low,rainy,danfo,7,0,1870.0
Maryland,Ikoyi,6.5783,3.3676,6.4541,3.435,20.47,50.2,moderate,sunny,brt,6,1,1494.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,42.13,241.3,gridlock,rainy,brt,19,0,4899.0
Oshodi,Berger,6.5489,3.3286,6.642,3.343,14.89,81.9,gridlock,sunny,taxi,16,1,9096.0
Oshodi,CMS (Marina),6.5489,3.3286,6.4549,3.3886,15.18,51.3,heavy,cloudy,danfo,14,0,1742.0
Ikeja,Murtala Muhammed Airport,6.6018,3.3515,6.5774,3.3212,5.49,21.7,heavy,cloudy,taxi,7,0,2818.0
